Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
868,2.4336425,6.641328752,3.328460943,77.32589856,71.64182621,1
820,4.115350266,4.77283145,1.092283959,76.28531837,73.56735922,1
626,4.70852276,6.508971277,2.185673749,83.4151772,79.95537114,0
467,2.509867756,12.0475244,3.299257958,75.82681748,72.74217375,1
539,3.143992165,4.608657908,1.869623056,75.21860854,69.55716363,0
952,2.145680185,3.626724688,1.836229441,76.69023088,73.91089281,0
753,3.220745474,6.938979276,2.371153451,76.24352842,82.29550595,0
589,0.080562204,5.941944581,2.308745216,78.10699176,83.59098816,1
721,3.461302675,15.28807084,2.747878952,74.09781509,83.69737239,1
1057,1.969749234,7.026997426,1.92107315,75.38606465,83.76587408,1
664,2.050573922,7.190392391,2.911617548,84.88111235,80.74024181,0
556,4.215539362,2.666697001,1.063327029,75.53934982,73.50361784,1
1053,3.5298485,6.388112596,2.681029625,85.73189188,88.9612588,0
404,3.874906596,4.356480192,1.924570723,75.67583663,73.05531177,0
458,3.054244218,8.150454709,3.099101583,76.01291773,80.46492852,1
677,2.269298355,2.410800466,2.863409841,78.59752315,87.22518415,0
481,3.631823481,6.528408543,4.007380656,76.63369053,78.34135655,0
657,3.780978011,3.851607183,2.686877362,77.13155062,67.75461059,0
609,2.737859666,5.793654143,1.124058255,77.27797712,79.50488255,0
686,3.875215372,7.677669403,2.197235355,75.15621787,68.29514589,1
388,3.083886847,10.99422342,2.391901285,75.94988121,83.82177501,1
712,2.403353874,6.29395035,3.235076905,76.68024109,85.54584282,1
1065,3.62958484,7.532303272,1.274250827,72.49515059,66.86721385,1
410,2.632946613,4.439758573,2.44230126,76.93504732,72.41298003,1
510,2.404212633,6.096555851,2.563655481,77.54160876,80.45352443,0
1302,2.299981518,4.868272097,2.838077151,74.39564827,64.72480967,0
822,1.875372711,4.994440144,1.822655347,84.61218763,72.52688655,0
787,2.654976025,5.743799823,4.119376902,74.65606226,85.16315666,1
485,4.043765268,9.580604762,2.252301762,76.1721471,78.020053,1
716,2.311293537,4.088745184,3.127891649,83.81252803,81.93707027,1
913,2.577537492,5.168560934,2.085452844,83.06345494,86.05565543,0
979,2.171915549,4.882874111,2.556890641,78.13521093,78.36613761,1
1159,2.844517667,4.641001407,1.727985444,75.66417173,83.41036983,0
603,4.564205051,4.697829305,1.69698162,76.46522354,70.00286455,1
547,2.705943509,5.492615783,2.491021818,76.69819365,74.34203503,1
1048,2.407986813,10.2904934,3.132876541,76.22482398,86.76677671,1
1266,5.377553778,5.537527641,1.02914323,77.85763617,85.88594308,1
687,2.792900618,6.863239461,2.357297056,76.52297449,85.84608298,1
857,4.427614157,9.328780027,2.762421744,77.47904661,67.12151277,1
747,5.33963361,5.495423599,3.375834744,87.53062538,76.72442883,1
359,1.866295505,4.020442935,2.525069716,77.86128288,81.53993216,1
797,3.43874565,13.97708792,1.001733875,77.80492343,87.7682483,0
690,4.098832269,5.167827931,2.920105763,77.16625897,76.27728114,1
1031,2.709554318,7.36365738,3.390224656,75.23008978,72.96902452,0
1186,2.804068453,7.688583768,2.565453716,75.0254715,76.25569754,1
813,2.322393146,6.7792547,0.474661275,79.98350051,78.08228223,1
1396,2.430840714,7.519127639,1.114416427,77.27566804,74.4182383,1
879,4.089842785,7.437796635,2.600284298,74.45155775,78.93682346,1
497,2.386468827,7.981278977,1.205400055,75.99445937,77.85545712,1
498,4.253072616,9.332457406,2.051651957,78.16759494,85.65286023,1
724,4.336201027,18.40439266,3.025845312,75.67278685,64.52201579,1
630,4.400396742,7.022339336,2.566422291,75.3538337,78.31860174,1
654,2.26647528,5.852384575,2.965228571,82.61864076,78.50720451,0
908,4.648821199,7.973934758,2.697502632,84.39095834,79.00245013,1
938,4.250349712,5.980920167,3.04684143,74.82540851,85.93917292,1
432,2.811829591,5.35899159,1.086841621,77.50252572,73.61404727,1
928,4.44737082,5.213703686,1.592468266,77.63493297,76.78851107,0
810,2.768444806,7.714973655,2.15498245,78.34454969,68.99019969,0
843,4.641241576,14.53431296,1.459414124,77.0188547,82.92702794,1
763,2.329179271,9.113576957,2.68553325,74.30575568,74.52716399,0
955,3.884093963,7.635624769,0.984024345,75.56967059,69.5754104,0
682,3.038532393,3.990943697,2.419333355,74.78682001,77.7195891,1
443,5.244522501,5.241694096,2.466137798,77.10213264,73.75215658,0
566,3.739992153,7.282871013,2.754640877,73.54146224,75.18059922,1
587,4.001578776,4.423441839,3.167986617,74.62397771,73.73358157,1
836,5.258868973,4.225744669,2.703844579,74.97570796,72.69458514,1
814,3.731832117,7.445457161,5.213982891,78.11946889,71.18267475,1
498,4.695483222,5.649934786,1.292490767,75.26942302,73.06230356,0
658,2.915159419,6.257972546,1.922119482,75.39435181,77.63086194,1
930,2.168819053,6.79676345,2.201868073,76.96075842,76.76927201,1
1272,2.541804739,6.376769087,1.784419023,81.00940928,88.11211799,0
825,3.04193235,3.959586993,3.297622853,77.35573386,78.88213589,0
802,3.824781178,6.526883951,1.949604952,77.78886989,74.60268862,1
1214,4.103528689,6.295781417,4.384981649,78.0533643,81.55447487,1
1517,3.833833889,12.3224618,1.240194825,78.80204785,82.58776034,1
698,4.454381025,1.401523476,2.866881879,77.27730454,73.04722809,1
1560,3.325860555,9.350036132,2.152169415,76.26648892,84.04346822,1
889,5.147012067,5.39619462,2.773418483,77.78669964,82.09505436,1
753,2.532669076,6.100375449,3.071797174,76.80022101,78.2359501,1
717,2.913957225,5.789489495,1.586106716,75.4157203,68.20418025,1
942,5.735980671,6.017206595,1.459171565,75.95631142,71.82638903,0
927,2.144103275,6.684871278,1.386389442,76.92347406,89.14518085,0
667,3.180426546,8.718281463,2.047986646,80.42445588,79.18547658,0
807,2.393035246,9.175301815,2.167771496,75.69085365,73.91006576,0
401,2.58729799,5.839473934,2.615483716,76.7519373,81.49294533,1
660,2.310391209,6.548192724,0.962581868,76.40117503,75.79140843,1
659,6.186512053,5.4440796,4.501951918,77.36664241,79.28265952,1
862,3.823205449,3.587807585,1.654836731,79.24654775,67.40575951,1
975,1.891353884,5.555218829,2.418260521,75.49382563,86.11094449,0
502,2.470829731,5.175711872,1.998301759,73.72222433,80.08551663,1
624,3.726964786,9.839936023,3.458770024,78.1653439,84.20391579,1
1443,2.295309478,16.9306201,3.135259598,73.02948829,75.804136,0
1057,3.75086716,9.800073269,3.042493848,73.07813794,90.15481749,1
500,2.120093524,1.667752991,2.209777446,78.42772431,89.13239016,1
553,4.755829284,3.776506489,1.19667706,77.12286224,84.25676409,1
658,3.507145485,5.331730667,2.54624188,76.70382245,77.76786912,0
643,3.269944661,7.63188957,2.405397527,80.7314011,81.94343027,1
766,4.1046255,5.894858587,1.79122352,74.81036169,92.34999478,1
666,2.058662917,2.236146421,1.777788184,77.37216742,79.12553764,1
815,4.070803075,7.539689782,1.038415207,77.67112457,92.86297813,0
521,2.884328619,10.4875367,2.480098605,82.16891916,82.05082109,1
908,5.257288531,6.780644128,2.41769423,76.1386409,81.44726163,1
680,3.97202865,7.746926076,1.999396685,81.31991741,90.74556956,0
537,4.349171427,5.235084955,3.500016983,77.56512708,84.39419559,1
804,1.745656503,2.398086345,4.741620327,73.15161127,81.852739,0
586,2.423695442,17.39891425,3.177666595,77.52835276,74.22806061,0
1297,1.650601481,3.442698113,1.277926224,77.83313998,72.3863118,0
951,4.571058636,5.125854072,1.429949051,76.74814247,82.49849145,0
758,3.292916868,4.28370717,2.481763578,78.51111723,75.47561167,0
832,4.104174208,4.796132368,2.87099346,77.7085176,78.10918934,0
605,1.536758317,7.9194175,1.861758666,74.85940305,78.40794386,1
1101,2.795912056,5.965046005,3.367382995,84.34439907,89.50945977,0
612,2.594553424,3.167325139,1.395293168,77.2810734,87.9682081,1
782,2.972826114,4.797665836,1.849671259,82.14272371,78.75390177,1
653,3.282198889,11.05544733,1.721214555,76.17790966,72.63359144,1
868,5.137916306,6.456887335,3.478884003,76.53384581,71.59613129,1
748,2.217444163,2.628085642,3.254087296,76.66512193,74.85424856,1
717,2.287858258,6.647892293,3.372421082,77.45128551,78.05193505,1
552,1.602354128,5.379013382,1.49891613,76.33965308,80.31756643,1
673,2.731622753,5.064897076,2.894291861,76.71510554,84.18321479,1
818,2.499455408,8.810606857,2.660752555,77.02251202,86.18068059,1
546,2.15837423,4.482668323,1.841709052,73.58675251,80.44317197,1
1152,3.182151851,8.39592849,1.728605886,76.4585272,80.42958417,1
844,2.928272513,8.691441127,3.154824016,76.04044794,76.60769187,0
852,3.832447274,6.903192681,1.749999987,76.91732725,72.53782059,0
1337,3.68425981,7.093788365,1.82123669,78.23261329,90.19654828,0
765,3.662511649,5.599867332,2.906463696,77.40310571,81.48736693,1
576,2.669909757,4.520585362,1.23182715,77.19381414,81.67649972,1
629,4.701922692,4.314284437,2.665642191,88.62279222,74.95259259,0
748,3.416778638,7.847487083,2.45380033,78.56380203,77.83801061,1
753,4.675937079,5.821779127,1.858398432,76.59338985,84.65608331,0
1207,4.350011024,5.317764079,1.896322162,77.8561037,84.24346616,1
1545,2.603245037,8.186338001,2.176046132,76.41536791,84.51429323,1
681,2.15220691,6.145198696,1.717048443,75.87335941,77.66324196,1
1525,2.702872015,5.54544949,1.871169866,77.95691628,71.22122414,0
1144,2.00248792,7.976197474,2.876106708,76.06375611,82.57446551,1
1329,3.588706331,6.446180933,2.610932923,76.12610848,76.57936056,1
484,5.263004146,6.592482223,1.20076199,78.30967845,84.72409573,1
1419,3.131899081,5.87671463,1.826065153,83.16365935,90.76803912,1
648,3.222832954,6.951770344,0.906595888,75.49786461,65.42913049,1
1181,5.006717053,5.260245012,1.462620653,84.12811406,72.28475215,0
1290,3.946343989,3.922965458,2.727163528,77.49508978,77.39721141,1
380,2.393187575,6.411880481,3.040397864,77.90534967,81.82903054,1
516,3.301607102,3.982581351,1.254173794,77.85393917,68.51703267,0
516,4.37331772,1.427812409,1.461577561,84.06752603,72.22145067,1
1276,5.481771577,5.348832397,2.470789281,76.5336673,77.49076019,1
491,3.659890925,5.485850801,3.279557226,77.09323024,68.3942777,1
812,3.040908841,6.703920388,3.659834952,78.53333164,86.00042304,0
858,3.080068215,5.824156151,2.556457883,76.11248759,82.81801724,0
561,2.874089505,8.863903945,1.825571431,76.56551852,86.0040449,1
722,3.184306928,17.02322404,2.49353225,86.82925727,83.83529878,0
707,2.307392761,7.430810001,5.656255465,76.91053444,79.12283138,1
906,2.243106087,11.51297237,1.685891152,84.15402966,84.03250332,0
876,3.720069582,4.254780803,1.783488745,75.68030019,77.86180478,0
567,2.903015849,0.940332701,1.918313637,78.33540443,85.11890207,0
495,4.016106461,7.811385242,1.05272556,76.57328027,87.85666883,1
835,3.637026163,9.140691894,2.754593677,77.0460251,77.34663933,1
597,2.353711325,4.274618247,1.5234069,74.76983066,83.55658666,0
993,3.40758752,5.8161253,1.781742347,75.52255308,68.42423562,1
946,4.067539067,4.076292802,2.854770161,74.74402752,75.51042838,1
690,4.334995636,4.096233213,1.739565999,78.87260162,82.96849137,1
932,4.342642965,4.70384704,2.155747571,77.8827127,86.92718668,0
1039,4.123547413,6.401977126,1.655349751,78.14702693,78.44980356,0
607,2.082586786,7.593344954,5.806624338,75.04911846,80.97252383,1
929,2.409217927,5.611066692,1.74372816,78.11984164,73.72072298,0
959,4.113356112,5.394158773,2.533000741,82.35379106,76.06021022,1
967,3.767958612,10.15562084,3.454069859,77.93056777,74.42633712,0
879,4.186795948,7.737147438,1.78415767,74.17991757,77.804895,0
1465,3.798925324,5.925625242,1.365825779,75.09460341,80.44703398,0
708,2.225989993,1.558855714,1.704898073,77.71675147,82.86072938,0
1263,3.237449484,6.708915323,3.346960179,76.92690496,75.49646836,1
702,1.742632684,7.881258652,3.199440318,81.56700667,78.79923358,0
680,2.336739467,6.896471963,2.958300901,76.23684959,77.67910198,1
838,4.283313068,7.747187537,2.339947578,76.89037302,76.7142475,0
1203,2.88759992,12.51245313,1.2037536,77.05542454,68.55433082,1
738,3.065173326,10.50493141,2.478620905,77.0626013,66.46931644,1
1487,2.145726786,16.12721292,3.131592438,82.84534334,79.93558143,1
661,1.834620396,6.349823242,2.350170993,75.74314309,80.41461188,1
819,2.750351636,3.156032864,2.535270894,77.92618461,74.14279512,1
899,4.453286101,4.76287921,1.252320564,84.7602803,80.68576606,0
426,2.446125088,7.657659896,1.518368104,76.84307696,78.98516206,1
877,2.124620528,2.585503567,1.956373604,78.59171025,84.57712675,0
703,2.676113368,3.021806941,1.345404873,77.96067668,85.88841413,1
739,4.866686157,5.400781047,1.671129593,74.82611838,76.55825586,1
1011,2.494979595,5.552983656,1.106255502,76.47366495,79.45774084,0
1431,2.703179355,6.582875628,1.193659052,77.51367773,81.94175456,1
772,2.561523069,9.639424732,2.090644522,73.91259393,75.36100518,1
576,2.935569316,7.737717353,2.018710725,74.97659431,77.25544602,1
511,3.464579801,6.728426107,0.974754159,83.1974301,68.71508082,1
736,4.806597645,8.494963506,3.000448308,75.80626243,67.8230068,0
788,2.216408733,7.793939257,2.923900952,77.19538999,80.25266394,0
1083,5.208650832,8.058840838,4.72795632,75.9728508,79.34026464,1
346,1.939344415,12.56111385,2.572672625,74.89543872,66.4317456,1
593,4.698167355,2.433866645,2.496986833,76.43141031,74.54884353,1
443,3.055027454,5.069361111,2.749795514,75.16724761,85.55635771,1
631,4.430483402,5.541282642,1.360415331,87.20000924,83.00410091,0
747,2.301026665,6.491457283,2.247203193,73.68960949,82.89214025,1
670,2.161054306,10.06710882,1.58488338,73.82418818,75.3011533,1
642,2.212770242,5.483986274,2.012947005,76.39796402,81.26684277,1
1377,3.301361776,11.54960246,1.603292543,77.52722164,71.99181911,1
654,3.818298734,14.54339463,1.556341424,77.5606677,77.61911671,1
568,3.490229599,6.265773324,1.526489862,75.56185032,64.36274483,1
1581,2.818947078,4.519570361,0.83886936,76.067947,75.44841236,1
928,2.745738234,4.923815054,1.6158925,82.96894838,72.92252893,0
761,2.97193224,6.076536484,2.293376292,77.56533276,84.38231555,0
1597,4.964396525,5.643628475,1.679916153,80.1467352,88.90782023,0
985,4.142760858,5.221758214,4.333798851,76.98946699,77.37292012,0
977,1.790913346,6.910742215,2.754959086,77.51149961,69.81532063,1
1573,2.502631963,7.222857027,2.398092748,77.33851893,70.34102791,0
740,5.657931114,5.410248135,1.77043481,76.1486264,75.51102594,0
993,3.337200721,5.12878861,1.667252863,87.36646507,75.93636813,1
836,3.268768412,4.624212528,0.998205316,75.91002603,73.89714826,1
663,3.064742717,6.811411012,2.963892363,79.23447494,78.31240236,1
739,4.130398482,5.390149994,1.716525999,75.09789513,75.06264524,1
1076,2.494089948,3.418824051,1.68792914,78.32233742,80.79028801,0
965,3.676709515,5.276505333,2.088815654,74.23883015,77.52086189,0
986,4.999316333,5.259014695,3.135667715,78.243821,68.47054044,1
524,1.868909392,5.641258145,2.109455551,76.06639832,90.34638388,1
613,1.679778898,6.183396196,1.732888862,86.51561421,83.93236968,1
826,2.613261326,3.458233246,1.388984372,77.21168245,70.61983316,0
524,3.479533044,8.171632771,1.195479727,75.63617459,66.53563772,1
625,3.943675777,6.70051716,2.808612658,74.99130718,83.00972222,1
609,4.48970535,8.167304586,2.925434899,75.32769096,80.60259597,0
538,4.797560748,11.90973977,3.690505458,75.16806187,74.96327666,1
545,4.977741113,16.36512746,2.345143119,75.86215618,81.0132786,1
1283,2.627265769,12.65215449,2.140287294,76.28557475,72.41605314,0
789,5.436546585,5.501587431,1.962158583,76.17483554,80.97282907,1
996,3.249594202,8.400970732,3.807521116,76.00106204,70.00665193,0
715,2.152449194,5.959684599,1.856463176,75.02634034,69.44015874,0
426,4.374641494,8.161681985,2.582110536,76.31388324,76.39748061,0
1076,2.323053603,6.168288777,0.875034978,77.42756068,86.31617632,0
518,2.281100795,9.465194094,2.011729122,77.48609491,77.15055697,0
634,3.285810052,12.53518641,1.472096953,84.88261607,75.47562317,1
848,2.709331932,6.76106776,2.011751661,75.45342245,73.87086045,1
917,3.89125903,4.881005574,1.829147756,75.49063038,73.46016786,1
572,3.73973671,6.79913136,2.844199749,75.32010817,74.81388319,1
429,3.41714307,5.676896164,1.061479574,82.42395436,77.98804386,0
876,3.833886479,2.739789945,1.94469492,77.45191053,72.45228745,1
1052,4.927013806,9.249731132,1.327856148,76.42902586,69.90534084,0
731,3.736667724,5.555610745,2.190858594,85.96801546,74.57231998,0
522,3.214005301,5.102410341,3.679379525,73.85428719,71.24050949,1
1056,2.794223696,3.956211378,3.089015721,80.61408487,80.65369604,0
541,3.934739506,7.565581708,2.913477208,77.55864971,78.72817025,1
838,3.824930106,4.059773736,1.360984837,75.26537192,74.00082773,1
698,2.886641016,4.184017163,2.163714173,76.60273948,80.04467055,1
446,2.538523695,7.984408337,2.960961055,76.5097282,76.63722139,1
826,2.288593977,12.28329334,0.289183823,81.3847936,81.27703055,1
460,2.507489968,1.666230804,1.86004954,74.57771725,69.41875638,1
535,4.149351363,3.911829515,5.22023668,84.96081848,63.28792818,1
1092,2.630179623,6.135267216,4.245652619,76.6541607,75.56324918,1
575,2.789660246,8.161787156,1.849126027,77.38692193,68.42012729,0
653,4.733254181,9.639072429,2.203079522,83.11616734,83.19329051,0
796,5.489582881,10.10564685,2.338751491,76.56820655,78.61179954,0
548,2.229283306,11.45165841,2.378596547,74.88505795,77.87726964,0
1021,2.765193918,9.940286217,2.277162632,75.41759484,78.88983192,0
711,4.144996903,0.280569436,3.211022565,76.12565159,80.38761871,0
613,2.993241372,4.509957865,2.26226337,79.41785127,79.88678156,0
553,4.664958459,2.708272709,3.393872359,77.53893349,82.94631273,1
899,2.825513445,5.107071503,1.085310164,76.09997989,81.67164317,0
373,3.62185889,8.260024321,2.389886767,73.14160802,78.96852221,1
1372,3.064139133,5.129341191,4.159698534,87.59736553,78.24043843,1
979,3.935145936,6.294923789,5.164652319,77.10212596,65.61217163,1
